tree_length,branch_length_min,branch_length_max,branch_length_median,branch_length_var,node_age_min,node_age_max,node_age_median,node_age_var,EDR_min,EDR_max,EDR_median,EDR_var,InverseES_min,InverseES_max,InverseES_median,InverseES_var,gamma_stat,Colless_index,num_lineages_surviving,root_age,n_sampled_anc,n_fossils
2621.607,0,86.94985,6.116395,118.7304,0.014229,99.12784,15.44939,447.024,0.074132,145.7745,16.59101,745.6742,0.01116411,0.1958734,0.06737084,0.001971893,-0.4466198,708,140,99.12784,9,23
2707.933,0,70.86871,6.043058,130.5998,0.47501,149.9279,17.90506,531.4691,0.059927,150.6396,17.38739,686.5748,0.01218849,0.2371333,0.06535481,0.002229719,-0.1101786,618,140,149.9279,9,23
2687.522,0,49.62733,6.342244,100.9524,0.298285,133.6634,14.94114,576.5114,0.431228,104.0928,20.88355,444.8786,0.01418191,2.617198,0.06399903,0.04808953,0.3933724,576,140,133.6634,7,23
2632.622,0,82.53367,6.504804,115.7532,0.385853,105.2325,16.40212,483.7968,0.431725,124.7056,15.32787,665.2069,0.0108701,0.4297088,0.064617,0.003120339,-0.926293,737,140,105.2325,10,23
2729.158,0,81.25643,5.909063,143.3793,0.658521,147.4603,16.75003,550.7057,0.05436,165.2114,17.4641,602.325,0.01089702,0.2775312,0.06700082,0.002275752,-0.7233691,806,140,147.4603,10,23
2792.467,0,69.0597,6.282063,128.0644,1.049323,149.9972,16.53926,647.5307,0.137826,169.4006,16.81766,804.0934,0.01144434,0.2440313,0.05855509,0.001896436,1.51884,521,140,149.9972,13,23
2657.228,0,73.20388,6.961943,100.7261,0.168393,149.9295,15.89354,494.9288,0.186852,134.8191,17.60588,540.4465,0.01140523,0.282366,0.06077837,0.002394514,-0.5118491,574,140,149.9295,10,23
2758.176,0,55.3225,6.398496,125.747,0.156344,149.6824,15.45636,612.2608,0.15048,135.824,17.18048,669.2363,0.01262373,0.3138564,0.06356482,0.002430457,0.5656339,601,140,149.6824,11,23
2665.178,0,79.09555,5.778385,127.3836,0.11771,113.1106,16.24183,538.9415,0.010282,125.8294,14.9557,712.2949,0.01201783,0.2366913,0.06678823,0.00210197,-0.1293498,672,140,113.1106,9,23
2771.702,0,83.15721,5.931594,141.3994,0.356803,97.82311,17.47249,521.5288,0.437751,123.3736,17.97624,617.983,0.01105093,0.2369959,0.06733954,0.002022462,-0.04163138,699,140,97.82311,10,23
2570.44,0,73.36562,6.084825,101.353,0.11409,99.31651,14.99805,470.1442,0.024969,152.154,17.08864,619.7655,0.01261681,0.5164416,0.06888944,0.003422869,-0.3277307,526,140,99.31651,11,23
2649.483,0,73.61476,5.996331,113.615,0.168628,100.5369,16.03368,461.6368,0.21483,89.6977,18.51866,434.794,0.01223899,0.1974774,0.0659541,0.001548598,-0.9854212,441,140,100.5369,12,23
